time,y,x,lat,long,date,cloudhigh,cloudlow,cloudmid,ozone,pressure,surftemp,temperature,id
40,9,13,-1.234782609,-83.74782609,4/1/1998,32.5,17,24.5,242,1000,301.4,301.4,13-9
40,9,14,-1.234782609,-81.24347826,4/1/1998,39,9.5,24.5,244,1000,298.7,301.9,14-9
40,9,15,-1.234782609,-78.73913043,4/1/1998,43.5,1.5,29,240,850,286.8,294.1,15-9
40,9,16,-1.234782609,-76.23478261,4/1/1998,39,2,34,242,1000,294.1,301.9,16-9
40,9,17,-1.234782609,-73.73043478,4/1/1998,44,4,29.5,240,1000,294.6,300.5,17-9
40,9,18,-1.234782609,-71.22608696,4/1/1998,44.5,5,26.5,240,1000,294.6,300.5,18-9
40,9,19,-1.234782609,-68.72173913,4/1/1998,46.5,4,25,240,1000,295.5,301.9,19-9
40,9,20,-1.234782609,-66.2173913,4/1/1998,41,6,27.5,244,1000,296,301,20-9
40,9,21,-1.234782609,-63.71304348,4/1/1998,42.5,6,28,244,1000,296,301.4,21-9
40,9,22,-1.234782609,-61.20869565,4/1/1998,44.5,5.5,25,246,1000,296.5,301.9,22-9
40,9,23,-1.234782609,-58.70434783,4/1/1998,44.5,7,24.5,246,1000,296.5,301,23-9
40,9,24,-1.234782609,-56.2,4/1/1998,42.5,7,26,246,1000,296,301.4,24-9
40,10,1,1.260869565,-113.8,4/1/1998,35,18.5,22,238,1000,301.9,301.4,10-Jan
40,10,2,1.260869565,-111.2956522,4/1/1998,34.5,19,21,240,1000,301.9,301.9,10-Feb
40,10,3,1.260869565,-108.7913043,4/1/1998,36.5,17.5,23,242,1000,301.9,301.9,10-Mar
40,10,4,1.260869565,-106.2869565,4/1/1998,39.5,17.5,22,240,1000,302.8,302.3,10-Apr
40,10,5,1.260869565,-103.7826087,4/1/1998,39,14.5,20.5,244,1000,301.9,301.4,10-May
40,10,6,1.260869565,-101.2782609,4/1/1998,39.5,14.5,25,240,1000,301.4,301.9,10-Jun
40,10,7,1.260869565,-98.77391304,4/1/1998,45.5,13,22,242,1000,301.4,301.9,10-Jul
40,10,8,1.260869565,-96.26956522,4/1/1998,50.5,12,23,244,1000,301.4,301.4,10-Aug
40,10,9,1.260869565,-93.76521739,4/1/1998,50.5,12,23,244,1000,301,301.4,10-Sep
40,10,10,1.260869565,-91.26086957,4/1/1998,41.5,17,25,246,1000,301.4,301.4,10-Oct
40,10,11,1.260869565,-88.75652174,4/1/1998,33,20,22.5,244,1000,302.3,301.9,10-Nov
40,10,12,1.260869565,-86.25217391,4/1/1998,33,17,19.5,246,1000,302.3,301.4,10-Dec
40,10,13,1.260869565,-83.74782609,4/1/1998,37.5,15.5,21,246,1000,301.9,301.9,13-10
40,10,14,1.260869565,-81.24347826,4/1/1998,40.5,13.5,23,244,1000,301,301.4,14-10
40,10,15,1.260869565,-78.73913043,4/1/1998,49.5,3.5,24,244,950,291.7,298.7,15-10
40,10,16,1.260869565,-76.23478261,4/1/1998,38.5,2.5,33.5,244,960,291.2,297.8,16-10
40,10,17,1.260869565,-73.73043478,4/1/1998,40.5,4,32.5,244,985,295,300.5,17-10
40,10,18,1.260869565,-71.22608696,4/1/1998,44.5,4.5,29,242,990,294.6,300.5,18-10
40,10,19,1.260869565,-68.72173913,4/1/1998,48.5,4,26.5,244,995,294.6,301.4,19-10
40,10,20,1.260869565,-66.2173913,4/1/1998,46.5,4.5,26,244,990,294.6,300.5,20-10
40,10,21,1.260869565,-63.71304348,4/1/1998,39.5,6,30,244,980,294.1,300.1,21-10
40,10,22,1.260869565,-61.20869565,4/1/1998,42.5,5,27.5,244,1000,296.5,301.4,22-10
40,10,23,1.260869565,-58.70434783,4/1/1998,41.5,6.5,25.5,244,1000,295.5,301,23-10
40,10,24,1.260869565,-56.2,4/1/1998,36.5,7,26,242,995,295,301.4,24-10
40,11,1,3.756521739,-113.8,4/1/1998,43.5,15.5,23,244,1000,301.4,301.4,11-Jan
40,11,2,3.756521739,-111.2956522,4/1/1998,40.5,18.5,24,242,1000,301.4,301,11-Feb
40,11,3,3.756521739,-108.7913043,4/1/1998,38,21,23,244,1000,302.3,301,11-Mar
40,11,4,3.756521739,-106.2869565,4/1/1998,36.5,23.5,22,244,1000,303.2,301.4,11-Apr
40,11,5,3.756521739,-103.7826087,4/1/1998,38.5,19.5,21,246,1000,303.2,301.9,11-May
40,11,6,3.756521739,-101.2782609,4/1/1998,39.5,18,25.5,246,1000,302.8,301.4,11-Jun
40,11,7,3.756521739,-98.77391304,4/1/1998,42.5,17,23.5,246,1000,302.3,301.9,11-Jul
40,11,8,3.756521739,-96.26956522,4/1/1998,46.5,13.5,23.5,244,1000,301.4,301.4,11-Aug
40,11,9,3.756521739,-93.76521739,4/1/1998,50,12.5,23,246,1000,301.4,301.9,11-Sep
40,11,10,3.756521739,-91.26086957,4/1/1998,41.5,20,22.5,246,1000,302.8,301.9,11-Oct
40,11,11,3.756521739,-88.75652174,4/1/1998,38,21,21.5,248,1000,303.2,301.4,11-Nov
40,11,12,3.756521739,-86.25217391,4/1/1998,37,19.5,18,248,1000,304,302.8,11-Dec
40,11,13,3.756521739,-83.74782609,4/1/1998,31.5,20,19.5,248,1000,303.6,301.9,13-11
40,11,14,3.756521739,-81.24347826,4/1/1998,26.5,21.5,21,248,1000,303.2,301.9,14-11
40,11,15,3.756521739,-78.73913043,4/1/1998,40.5,14,21.5,246,1000,301.4,301.9,15-11
40,11,16,3.756521739,-76.23478261,4/1/1998,45,2,29,246,880,289.3,295.5,16-11
40,11,17,3.756521739,-73.73043478,4/1/1998,38.5,3.5,33.5,244,880,290.7,296.5,17-11
40,11,18,3.756521739,-71.22608696,4/1/1998,41.5,5,34,242,985,294.1,299.6,18-11
40,11,19,3.756521739,-68.72173913,4/1/1998,47.5,4.5,27,242,980,294.1,299.6,19-11
40,11,20,3.756521739,-66.2173913,4/1/1998,49,4.5,26.5,242,965,293.6,298.7,20-11
40,11,21,3.756521739,-63.71304348,4/1/1998,42,4.5,32,242,955,292.2,298.3,21-11
40,11,22,3.756521739,-61.20869565,4/1/1998,37.5,7.5,29.5,240,965,295.5,299.6,22-11
40,11,23,3.756521739,-58.70434783,4/1/1998,32.5,9,32,242,995,296,300.1,23-11
40,11,24,3.756521739,-56.2,4/1/1998,36.5,5.5,31.5,244,985,293.2,298.7,24-11
40,12,1,6.252173913,-113.8,4/1/1998,34.5,23,23.5,246,1000,301,301.4,12-Jan
40,12,2,6.252173913,-111.2956522,4/1/1998,37,24,21.5,244,1000,302.3,301.4,12-Feb
40,12,3,6.252173913,-108.7913043,4/1/1998,31.5,28,22,246,1000,304,301.9,12-Mar
40,12,4,6.252173913,-106.2869565,4/1/1998,32,28,21,242,1000,304.5,301,12-Apr
40,12,5,6.252173913,-103.7826087,4/1/1998,35.5,24,24,246,1000,303.6,301,12-May
40,12,6,6.252173913,-101.2782609,4/1/1998,39.5,21,24.5,246,1000,302.3,301,12-Jun
40,12,7,6.252173913,-98.77391304,4/1/1998,35.5,22,25.5,248,1000,302.8,301.9,12-Jul
40,12,8,6.252173913,-96.26956522,4/1/1998,30,24.5,22.5,248,1000,302.8,301.9,12-Aug
40,12,9,6.252173913,-93.76521739,4/1/1998,27.5,24.5,24.5,250,1000,302.8,302.3,12-Sep
40,12,10,6.252173913,-91.26086957,4/1/1998,29.5,25,23,250,1000,303.6,301.9,12-Oct
40,12,11,6.252173913,-88.75652174,4/1/1998,30.5,25.5,21.5,246,1000,304,301.4,12-Nov
40,12,12,6.252173913,-86.25217391,4/1/1998,33,24.5,18.5,248,1000,304.5,301.9,12-Dec
40,12,13,6.252173913,-83.74782609,4/1/1998,32,26,19.5,248,1000,304.9,302.3,13-12
40,12,14,6.252173913,-81.24347826,4/1/1998,24,27.5,18,250,995,304.5,302.3,14-12
40,12,15,6.252173913,-78.73913043,4/1/1998,26,21.5,20.5,250,995,302.8,301.9,15-12
40,12,16,6.252173913,-76.23478261,4/1/1998,44.5,4.5,23,250,980,295,300.5,16-12
40,12,17,6.252173913,-73.73043478,4/1/1998,41.5,3.5,29.5,250,935,290.7,296.5,17-12
40,12,18,6.252173913,-71.22608696,4/1/1998,35.5,5.5,36,250,970,293.6,300.1,18-12
40,12,19,6.252173913,-68.72173913,4/1/1998,32.5,10.5,31.5,248,990,297.8,301.4,19-12
40,12,20,6.252173913,-66.2173913,4/1/1998,33.5,12,28.5,246,965,296.9,298.7,20-12
40,12,21,6.252173913,-63.71304348,4/1/1998,28,11.5,31.5,246,955,294.6,296.9,21-12
40,12,22,6.252173913,-61.20869565,4/1/1998,29,10,34,248,980,293.6,297.8,22-12
40,12,23,6.252173913,-58.70434783,4/1/1998,24,9,37.5,248,995,293.6,298.7,23-12
40,12,24,6.252173913,-56.2,4/1/1998,22.5,18.5,32,246,1000,297.4,300.5,24-12
40,13,1,8.747826087,-113.8,4/1/1998,24,32,20.5,246,1000,301.9,301,13-Jan
40,13,2,8.747826087,-111.2956522,4/1/1998,23,33,17,248,1000,303.6,301,13-Feb
40,13,3,8.747826087,-108.7913043,4/1/1998,21,28.5,17.5,250,1000,303.6,301,13-Mar
40,13,4,8.747826087,-106.2869565,4/1/1998,20.5,30.5,20,250,1000,304,301,13-Apr
40,13,5,8.747826087,-103.7826087,4/1/1998,18.5,31,20,250,1000,303.6,301,13-May
40,13,6,8.747826087,-101.2782609,4/1/1998,18,32,21,250,1000,303.2,301.4,13-Jun
40,13,7,8.747826087,-98.77391304,4/1/1998,14,33.5,20,252,1000,303.6,301.4,13-Jul
40,13,8,8.747826087,-96.26956522,4/1/1998,12.5,32.5,17.5,254,1000,304,301.9,13-Aug
40,13,9,8.747826087,-93.76521739,4/1/1998,11.5,33,19,254,1000,304.5,301.9,13-Sep
40,13,10,8.747826087,-91.26086957,4/1/1998,14,31,19,254,1000,304.9,301.9,13-Oct
40,13,11,8.747826087,-88.75652174,4/1/1998,14,31,19,254,1000,304.9,301.9,13-Nov
40,13,12,8.747826087,-86.25217391,4/1/1998,17,28,17.5,254,1000,305.3,302.3,13-Dec
40,13,13,8.747826087,-83.74782609,4/1/1998,20,21,18,252,995,304,303.2,13-13
40,13,14,8.747826087,-81.24347826,4/1/1998,23.5,16.5,23.5,252,995,300.5,302.8,14-13
40,13,15,8.747826087,-78.73913043,4/1/1998,19,19,19.5,250,1000,301.9,302.8,15-13
40,13,16,8.747826087,-76.23478261,4/1/1998,23,16.5,19.5,250,995,300.5,303.2,16-13
40,13,17,8.747826087,-73.73043478,4/1/1998,29,10.5,23.5,250,995,299.2,302.8,17-13
40,13,18,8.747826087,-71.22608696,4/1/1998,31,8.5,28.5,252,980,295,300.1,18-13
40,13,19,8.747826087,-68.72173913,4/1/1998,23,10.5,34.5,254,975,296,300.1,19-13
40,13,20,8.747826087,-66.2173913,4/1/1998,13,22,28.5,252,985,303.2,302.3,20-13
40,13,21,8.747826087,-63.71304348,4/1/1998,7.5,25.5,25.5,254,995,304.5,303.2,21-13
40,13,22,8.747826087,-61.20869565,4/1/1998,8,22.5,26,254,1000,301,301.9,22-13
40,13,23,8.747826087,-58.70434783,4/1/1998,8,24,25.5,252,1000,299.2,301,23-13
40,13,24,8.747826087,-56.2,4/1/1998,9.5,31.5,21,252,1000,301.4,301,24-13
40,14,1,11.24347826,-113.8,4/1/1998,10.5,45,19,248,1000,300.5,299.2,14-Jan
40,14,2,11.24347826,-111.2956522,4/1/1998,10.5,40,14.5,252,1000,300.1,300.5,14-Feb
40,14,3,11.24347826,-108.7913043,4/1/1998,7.5,35,10.5,252,1000,301,301,14-Mar
40,14,4,11.24347826,-106.2869565,4/1/1998,6,32,12,254,1000,301.9,301.4,14-Apr
40,14,5,11.24347826,-103.7826087,4/1/1998,6.5,30.5,14,254,1000,301.4,301.4,14-May
40,14,6,11.24347826,-101.2782609,4/1/1998,7.5,28.5,15,258,1000,302.8,301.4,14-Jun
40,14,7,11.24347826,-98.77391304,4/1/1998,8.5,29,16.5,258,1000,302.8,301.9,14-Jul
40,14,8,11.24347826,-96.26956522,4/1/1998,10,26.5,15,258,1000,302.8,301.4,14-Aug
40,14,9,11.24347826,-93.76521739,4/1/1998,7,29.5,13.5,258,1000,303.2,301.4,14-Sep
40,14,10,11.24347826,-91.26086957,4/1/1998,3.5,33.5,12.5,258,1000,303.6,301.4,14-Oct
40,14,11,11.24347826,-88.75652174,4/1/1998,4,30,13.5,256,1000,303.6,301.4,14-Nov
40,14,12,11.24347826,-86.25217391,4/1/1998,6.5,25,16,254,1000,304.9,304,14-Dec
40,14,13,11.24347826,-83.74782609,4/1/1998,8.5,28.5,24,256,1000,301.9,301.4,13-14
40,14,14,11.24347826,-81.24347826,4/1/1998,9,30,16.5,256,1000,302.3,301,14-14
40,14,15,11.24347826,-78.73913043,4/1/1998,10.5,29.5,13,258,1000,301.9,300.5,15-14
40,14,16,11.24347826,-76.23478261,4/1/1998,13,20.5,15,256,1000,301,301.9,16-14
40,14,17,11.24347826,-73.73043478,4/1/1998,21,17,23,254,990,299.6,301.9,17-14
40,14,18,11.24347826,-71.22608696,4/1/1998,15,22.5,22.5,256,995,301,301.4,18-14
40,14,19,11.24347826,-68.72173913,4/1/1998,6.5,26.5,22.5,256,995,299.2,300.1,19-14
40,14,20,11.24347826,-66.2173913,4/1/1998,3.5,29,17,256,1000,300.1,300.1,20-14
40,14,21,11.24347826,-63.71304348,4/1/1998,3,32,17,258,1000,301.9,300.5,21-14
40,14,22,11.24347826,-61.20869565,4/1/1998,5,27,16,256,1000,301.4,300.5,22-14
40,14,23,11.24347826,-58.70434783,4/1/1998,5,27,16,256,1000,301.4,300.5,23-14
40,14,24,11.24347826,-56.2,4/1/1998,6.5,26.5,14.5,258,1000,302.3,300.1,24-14
40,15,1,13.73913043,-113.8,4/1/1998,3.5,53.5,19.5,252,1000,298.7,298.3,15-Jan
40,15,2,13.73913043,-111.2956522,4/1/1998,3.5,50,16.5,252,1000,299.6,299.2,15-Feb
40,15,3,13.73913043,-108.7913043,4/1/1998,2.5,43.5,11,254,1000,299.6,299.6,15-Mar
40,15,4,13.73913043,-106.2869565,4/1/1998,2.5,36,7.5,256,1000,300.5,300.5,15-Apr
40,15,5,13.73913043,-103.7826087,4/1/1998,1.5,32,7,258,1000,301,300.5,15-May
40,15,6,13.73913043,-101.2782609,4/1/1998,2.5,26.5,6.5,260,1000,301.4,301,15-Jun
40,15,7,13.73913043,-98.77391304,4/1/1998,3,26.5,8,260,1000,302.3,301.4,15-Jul
40,15,8,13.73913043,-96.26956522,4/1/1998,3,26,9.5,260,1000,302.8,301.4,15-Aug
40,15,9,13.73913043,-93.76521739,4/1/1998,2.5,23,8.5,260,1000,302.8,301.9,15-Sep
40,15,10,13.73913043,-91.26086957,4/1/1998,1,19.5,10,260,980,301.9,301.4,15-Oct
40,15,11,13.73913043,-88.75652174,4/1/1998,1.5,17.5,11,262,950,301.9,301,15-Nov
40,15,12,13.73913043,-86.25217391,4/1/1998,1.5,21.5,11,258,930,301.4,298.7,15-Dec
40,15,13,13.73913043,-83.74782609,4/1/1998,2,24,11.5,258,995,301.4,302.8,13-15
40,15,14,13.73913043,-81.24347826,4/1/1998,3.5,27.5,11,258,1000,301.9,300.5,14-15
40,15,15,13.73913043,-78.73913043,4/1/1998,4.5,24.5,10,260,1000,301.4,300.5,15-15
40,15,16,13.73913043,-76.23478261,4/1/1998,5,23.5,8.5,260,1000,301,300.5,16-15
40,15,17,13.73913043,-73.73043478,4/1/1998,6.5,24.5,10,262,1000,300.1,300.1,17-15
40,15,18,13.73913043,-71.22608696,4/1/1998,5.5,27,13.5,262,1000,300.1,299.6,18-15
40,15,19,13.73913043,-68.72173913,4/1/1998,4,29,15.5,262,1000,301,299.6,19-15
40,15,20,13.73913043,-66.2173913,4/1/1998,2,26.5,11.5,260,1000,301,299.6,20-15
40,15,21,13.73913043,-63.71304348,4/1/1998,1.5,28.5,10,260,1000,301,300.5,21-15
40,15,22,13.73913043,-61.20869565,4/1/1998,3.5,32.5,9.5,262,1000,300.5,299.6,22-15
40,15,23,13.73913043,-58.70434783,4/1/1998,6,26,11,264,1000,301,300.1,23-15
40,15,24,13.73913043,-56.2,4/1/1998,8.5,25,12.5,262,1000,300.5,300.1,24-15
40,16,1,16.23478261,-113.8,4/1/1998,1,52,14,258,1000,297.8,297.4,16-Jan
40,16,2,16.23478261,-111.2956522,4/1/1998,1.5,48.5,10,258,1000,298.7,297.8,16-Feb
40,16,3,16.23478261,-108.7913043,4/1/1998,1.5,45,9,258,1000,298.7,298.7,16-Mar
40,16,4,16.23478261,-106.2869565,4/1/1998,1,43.5,6.5,258,1000,299.6,300.1,16-Apr
40,16,5,16.23478261,-103.7826087,4/1/1998,0.5,34,3.5,260,995,301.4,300.1,16-May
40,16,6,16.23478261,-101.2782609,4/1/1998,0.5,19.5,3,262,960,301,299.2,16-Jun
40,16,7,16.23478261,-98.77391304,4/1/1998,0.5,13.5,6.5,262,940,300.5,301,16-Jul
40,16,8,16.23478261,-96.26956522,4/1/1998,1,18.5,7.5,260,965,301.4,302.8,16-Aug
40,16,9,16.23478261,-93.76521739,4/1/1998,0.5,20,8.5,260,955,301.4,300.5,16-Sep
40,16,10,16.23478261,-91.26086957,4/1/1998,2,23.5,13,260,1000,301.9,302.3,16-Oct
40,16,11,16.23478261,-88.75652174,4/1/1998,2,23.5,13,260,1000,301.9,302.3,16-Nov
40,16,12,16.23478261,-86.25217391,4/1/1998,2,20.5,9.5,262,995,301.4,301.4,16-Dec
40,16,13,16.23478261,-83.74782609,4/1/1998,0.5,18.5,4.5,262,995,301,301,13-16
40,16,14,16.23478261,-81.24347826,4/1/1998,0.5,20.5,3.5,262,1000,301.4,300.1,14-16
40,16,15,16.23478261,-78.73913043,4/1/1998,1,21,5.5,262,1000,301,300.1,15-16
40,16,16,16.23478261,-76.23478261,4/1/1998,1.5,22,6.5,264,1000,301,300.1,16-16
40,16,17,16.23478261,-73.73043478,4/1/1998,1.5,21,6,264,1000,301,300.1,17-16
40,16,18,16.23478261,-71.22608696,4/1/1998,2.5,21,5,264,1000,301,299.6,18-16
40,16,19,16.23478261,-68.72173913,4/1/1998,2,27,9,264,1000,301,299.6,19-16
40,16,20,16.23478261,-66.2173913,4/1/1998,1,24,13.5,266,1000,300.5,299.6,20-16
40,16,21,16.23478261,-63.71304348,4/1/1998,2,24.5,14,266,1000,300.5,299.6,21-16
40,16,22,16.23478261,-61.20869565,4/1/1998,3.5,31,13,270,1000,300.5,300.1,22-16
40,16,23,16.23478261,-58.70434783,4/1/1998,5.5,28.5,11.5,272,1000,300.5,299.6,23-16
40,16,24,16.23478261,-56.2,4/1/1998,9.5,26.5,10,272,1000,300.5,299.2,24-16
40,17,1,18.73043478,-113.8,4/1/1998,0,39.5,15.5,264,1000,297.4,296.9,17-Jan
40,17,2,18.73043478,-111.2956522,4/1/1998,0,39.5,15.5,264,1000,297.4,296.9,17-Feb
40,17,3,18.73043478,-108.7913043,4/1/1998,0,35,11,264,1000,298.3,297.8,17-Mar
40,17,4,18.73043478,-106.2869565,4/1/1998,0.5,33,5.5,264,1000,298.3,298.7,17-Apr
40,17,5,18.73043478,-103.7826087,4/1/1998,0.5,25,3.5,260,980,300.1,301,17-May
40,17,6,18.73043478,-101.2782609,4/1/1998,0.5,14,4.5,262,895,302.8,302.3,17-Jun
40,17,7,18.73043478,-98.77391304,4/1/1998,0.5,12.5,9,260,850,301.9,299.6,17-Jul
40,17,8,18.73043478,-96.26956522,4/1/1998,0.5,23,14,264,960,302.8,300.5,17-Aug
40,17,9,18.73043478,-93.76521739,4/1/1998,0,37.5,3.5,262,1000,303.2,302.3,17-Sep
40,17,10,18.73043478,-91.26086957,4/1/1998,0,32.5,2.5,264,1000,305.3,302.8,17-Oct
40,17,11,18.73043478,-88.75652174,4/1/1998,2,23.5,5,264,1000,303.2,302.3,17-Nov
40,17,12,18.73043478,-86.25217391,4/1/1998,1,19.5,2,266,1000,301.4,300.1,17-Dec
40,17,13,18.73043478,-83.74782609,4/1/1998,0.5,19,2,266,1000,301,300.1,13-17
40,17,14,18.73043478,-81.24347826,4/1/1998,0.5,19,2.5,266,1000,301,300.1,14-17
40,17,15,18.73043478,-78.73913043,4/1/1998,1,17,5,266,1000,300.5,300.5,15-17
40,17,16,18.73043478,-76.23478261,4/1/1998,2,17.5,7.5,268,1000,300.5,300.1,16-17
40,17,17,18.73043478,-73.73043478,4/1/1998,3,17,10,270,995,300.5,300.5,17-17
40,17,18,18.73043478,-71.22608696,4/1/1998,2,25,13.5,268,990,298.7,299.2,18-17
40,17,19,18.73043478,-68.72173913,4/1/1998,3,23.5,9,274,1000,299.6,298.7,19-17
40,17,20,18.73043478,-66.2173913,4/1/1998,3,23.5,9,274,1000,299.6,298.7,20-17
40,17,21,18.73043478,-63.71304348,4/1/1998,2,26.5,8,274,1000,300.1,299.2,21-17
40,17,22,18.73043478,-61.20869565,4/1/1998,2,24.5,7.5,278,1000,300.1,299.2,22-17
40,17,23,18.73043478,-58.70434783,4/1/1998,4,26.5,11,280,1000,300.1,298.7,23-17
40,17,24,18.73043478,-56.2,4/1/1998,7.5,28.5,10.5,278,1000,299.6,298.7,24-17
40,18,1,21.22608696,-113.8,4/1/1998,0.5,33,18,270,1000,296,295,18-Jan
40,18,2,21.22608696,-111.2956522,4/1/1998,0.5,30,8.5,274,1000,297.4,296,18-Feb
40,18,3,21.22608696,-108.7913043,4/1/1998,0,23,2,272,1000,297.8,297.4,18-Mar
40,18,4,21.22608696,-106.2869565,4/1/1998,0,15,1,268,990,298.7,300.5,18-Apr
40,18,5,21.22608696,-103.7826087,4/1/1998,0,6,3,258,850,300.1,301.4,18-May
40,18,6,21.22608696,-101.2782609,4/1/1998,0,7.5,5,262,820,299.6,302.3,18-Jun
40,18,7,21.22608696,-98.77391304,4/1/1998,0.5,35,11.5,266,985,305.3,300.1,18-Jul
40,18,8,21.22608696,-96.26956522,4/1/1998,0.5,38.5,6,266,1000,300.1,299.6,18-Aug
40,18,9,21.22608696,-93.76521739,4/1/1998,0,34.5,1,270,1000,301,300.1,18-Sep
40,18,10,21.22608696,-91.26086957,4/1/1998,0.5,24.5,2,268,1000,302.8,302.3,18-Oct
40,18,11,21.22608696,-88.75652174,4/1/1998,0.5,24.5,2,268,1000,302.8,302.3,18-Nov
40,18,12,21.22608696,-86.25217391,4/1/1998,0.5,20,3,268,1000,301.4,300.1,18-Dec
40,18,13,21.22608696,-83.74782609,4/1/1998,0.5,17,2,270,1000,300.1,299.6,13-18
40,18,14,21.22608696,-81.24347826,4/1/1998,0.5,18.5,1.5,270,1000,300.5,299.6,14-18
40,18,15,21.22608696,-78.73913043,4/1/1998,0.5,17,4,270,1000,301,300.5,15-18
40,18,16,21.22608696,-76.23478261,4/1/1998,0.5,23,5,272,1000,301,300.1,16-18
40,18,17,21.22608696,-73.73043478,4/1/1998,2,23,5,274,1000,299.6,298.3,17-18
40,18,18,21.22608696,-71.22608696,4/1/1998,5,21,5,278,1000,299.2,297.8,18-18
40,18,19,21.22608696,-68.72173913,4/1/1998,4,21.5,6,280,1000,299.2,298.3,19-18
40,18,20,21.22608696,-66.2173913,4/1/1998,3.5,20.5,6.5,284,1000,299.2,297.8,20-18
40,18,21,21.22608696,-63.71304348,4/1/1998,4.5,20,5.5,286,1000,299.2,297.8,21-18
40,18,22,21.22608696,-61.20869565,4/1/1998,6,26,7,288,1000,299.2,297.8,22-18
40,18,23,21.22608696,-58.70434783,4/1/1998,11,28,11,288,1000,299.6,297.4,23-18
40,18,24,21.22608696,-56.2,4/1/1998,15,26.5,14.5,288,1000,299.2,297.8,24-18
40,19,1,23.72173913,-113.8,4/1/1998,0.5,20.5,5.5,282,1000,294.1,294.1,19-Jan
40,19,2,23.72173913,-111.2956522,4/1/1998,0.5,11.5,3,280,1000,297.8,300.1,19-Feb
40,19,3,23.72173913,-108.7913043,4/1/1998,0.5,8,3,278,990,298.3,299.6,19-Mar
40,19,4,23.72173913,-106.2869565,4/1/1998,0.5,9,5.5,268,805,296.5,292.7,19-Apr
40,19,5,23.72173913,-103.7826087,4/1/1998,0.5,9,5.5,268,805,296.5,292.7,19-May
40,19,6,23.72173913,-101.2782609,4/1/1998,0.5,6,3,270,820,299.2,296.9,19-Jun
40,19,7,23.72173913,-98.77391304,4/1/1998,0.5,25,10.5,268,840,301.4,297.4,19-Jul
40,19,8,23.72173913,-96.26956522,4/1/1998,0,33.5,3.5,276,1000,299.6,298.7,19-Aug
40,19,9,23.72173913,-93.76521739,4/1/1998,0,29,1.5,278,1000,298.3,298.3,19-Sep
40,19,10,23.72173913,-91.26086957,4/1/1998,0.5,25,1.5,280,1000,298.7,297.8,19-Oct
40,19,11,23.72173913,-88.75652174,4/1/1998,0,28,1.5,280,1000,299.2,297.8,19-Nov
40,19,12,23.72173913,-86.25217391,4/1/1998,1,28.5,2.5,278,1000,299.6,297.8,19-Dec
40,19,13,23.72173913,-83.74782609,4/1/1998,1,23,3,276,1000,299.6,299.2,13-19
40,19,14,23.72173913,-81.24347826,4/1/1998,0.5,20.5,2.5,278,1000,299.2,299.2,14-19
40,19,15,23.72173913,-78.73913043,4/1/1998,0.5,18,4.5,278,1000,298.7,297.8,15-19
40,19,16,23.72173913,-76.23478261,4/1/1998,0.5,22.5,3,282,1000,298.3,297.4,16-19
40,19,17,23.72173913,-73.73043478,4/1/1998,0.5,22.5,3,282,1000,298.3,297.4,17-19
40,19,18,23.72173913,-71.22608696,4/1/1998,2,23.5,4,284,1000,298.3,297.4,18-19
40,19,19,23.72173913,-68.72173913,4/1/1998,5,23,4.5,286,1000,298.7,296.5,19-19
40,19,20,23.72173913,-66.2173913,4/1/1998,6,24.5,5,292,1000,298.7,296.5,20-19
40,19,21,23.72173913,-63.71304348,4/1/1998,5.5,23.5,6.5,292,1000,298.3,296.9,21-19
40,19,22,23.72173913,-61.20869565,4/1/1998,8,26,7,296,1000,298.3,296.5,22-19
40,19,23,23.72173913,-58.70434783,4/1/1998,16.5,28,11,296,1000,298.7,296.5,23-19
40,19,24,23.72173913,-56.2,4/1/1998,21,26.5,13.5,294,1000,298.3,296,24-19
40,20,1,26.2173913,-113.8,4/1/1998,0.5,13.5,1,298,995,295.5,296,20-Jan
40,20,2,26.2173913,-111.2956522,4/1/1998,0.5,12.5,1.5,298,1000,298.3,298.7,20-Feb
40,20,3,26.2173913,-108.7913043,4/1/1998,0.5,9,5.5,284,875,296.9,295,20-Mar
40,20,4,26.2173913,-106.2869565,4/1/1998,0.5,9,5.5,284,875,296.9,295,20-Apr
40,20,5,26.2173913,-103.7826087,4/1/1998,0.5,10.5,6.5,286,835,297.8,294.6,20-May
40,20,6,26.2173913,-101.2782609,4/1/1998,1.5,16.5,6,284,885,301.9,296.5,20-Jun
40,20,7,26.2173913,-98.77391304,4/1/1998,1,31,5,292,995,304,298.7,20-Jul
40,20,8,26.2173913,-96.26956522,4/1/1998,0.5,26.5,4,288,1000,296.9,296.9,20-Aug
40,20,9,26.2173913,-93.76521739,4/1/1998,1,21.5,3,290,1000,296.9,296.5,20-Sep
40,20,10,26.2173913,-91.26086957,4/1/1998,1,23.5,2,288,1000,297.4,296,20-Oct
40,20,11,26.2173913,-88.75652174,4/1/1998,2,24,3,290,1000,297.4,296.5,20-Nov
40,20,12,26.2173913,-86.25217391,4/1/1998,3.5,28,3,288,1000,298.7,296.5,20-Dec
40,20,13,26.2173913,-83.74782609,4/1/1998,3.5,28,3,288,1000,298.7,296.5,13-20
40,20,14,26.2173913,-81.24347826,4/1/1998,2.5,15.5,4.5,288,1000,296.5,297.8,14-20
40,20,15,26.2173913,-78.73913043,4/1/1998,1.5,26,5,288,1000,298.7,297.4,15-20
